Data;Sklep;Kategoria;Produkt;Ilość; Cena za szt ;Ilość ml|g | cm;Ilość w opakowaniu; Zwrot ; Dostawa ;Link; Komentarz 
30.04.2023;Lidl;Żywność;Twaróg Półtłusty Klinek | 250g;1;3,57 zł;250;;;;;   
01.05.2023;Żabka;Żywność;Mleko Łaciate 1L;2;3,90 zł;1000;;;;;   
01.05.2023;Żabka;Żywność;Tymbark Jabłko mięta;2;4,50 zł;;;;;;   
02.05.2023;Biedronka;Alkohol;Lubelska Mix 0.2L;2;12,89 zł;200;;;;;   
02.05.2023;Biedronka;Żywność;Baton Proteinowy 49g;2;3,48 zł;49;;;;;   
02.05.2023;Biedronka;Żywność;Chleb żytni Kiełki 400g;2;4,29 zł;400;;;;;   
02.05.2023;Biedronka;Żywność;Filet Makrela 170g;1;6,94 zł;170;;;;;   
02.05.2023;Biedronka;Żywność;Jogurt Naturlny Kremowy Fruvita 400g;1;1,69 zł;400;;;;;   
02.05.2023;Biedronka;Żywność;Kiwi;2;0,79 zł;;;;;;   
02.05.2023;Biedronka;Żywność;Pomidory koktajlowe 500g;1;8,99 zł;500;;;;;   
02.05.2023;Biedronka;Żywność;Twaróg Półtłusty Klinek | 250g;2;3,49 zł;250;;;;;   
02.05.2023;ING;Usługi;"Ubezpieczenie ""Moja Ochrona"" ING";1;6,00 zł;;;;;;   
02.05.2023;McDonald's ;Żywność;?;1;16,00 zł;;;;;;   
03.05.2023;Apteka Dr.Max;Leki;Chlorchinaldin 20szt;1;15,99 zł;;20;;;;   
03.05.2023;HAH;Alkohol;?;2;19,00 zł;;;;;2x drink dla mnie i Adama;   
03.05.2023;Żabka;Zakupy;Chleb Baltonowski;1;2,99 zł;;;;;;   
03.05.2023;Żabka;Zakupy;Mleko wypasione;1;4,40 zł;;;;;;   
04.05.2023;Lidl ;Zakupy;Reklamówka;1;0,79 zł;;;;;;   
04.05.2023;Lidl ;Żywność;Lasagne;1;16,85 zł;;;;;;   
04.05.2023;Lidl ;Żywność;Lay's O.Baked 125g;1;6,49 zł;125;;;;;   
04.05.2023;Zbiletem.pl;Usługi;Bilet ulgowy dobowy;1;6,00 zł;;;;;;   
05.05.2023;Cinema City;Subskrypcje;Cinema City karta Unlimited;1;38,00 zł;;;;;Oddane 38 zł;   
06.05.2023;BILKOM;Usługi;Bilet na pociąg Kraków Płaszów - Tychy Zachodnie;1;25,30 zł;;;;;Za Adama;   
06.05.2023;BILKOM;Usługi;Bilet na pociąg Kraków Płaszów - Tychy Zachodnie;1;12,40 zł;;;;;Za Mnie;   
07.05.2023;BILKOM;Usługi;Bilet na pociąg Tychy Żwaków - Poznań Główny;1;36,26 zł;;;;;;   
08.05.2023;Biedronka;Żywność;Cebula żółta luz;1;1,71 zł;285;2;;;;   
08.05.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,75 zł;550;;;;;   
08.05.2023;Biedronka;Żywność;Herbata czarna Lipton Yellow Label 184g  92szt;1;11,99 zł;184;92;;;;   
08.05.2023;Biedronka;Żywność;Hummus orientalny 160g;1;4,47 zł;160;;;;;   
08.05.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;1;9,99 zł;;10;;;;   
08.05.2023;Biedronka;Żywność;Masło polskie Mlekovita 200g;2;6,49 zł;200;;;;;   
08.05.2023;Biedronka;Żywność;Napój Sprite Zero 1L;1;6,49 zł;1000;;;;;   
08.05.2023;Biedronka;Żywność;Nudle pomidorowe łagodne 65g | Knor;1;2,56 zł;65;;;;;   
08.05.2023;Biedronka;Żywność;Nudle pomidorowe pikantne 63g | Knor;1;2,56 zł;63;;;;;   
08.05.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;4,99 zł;160;18;;;;   
08.05.2023;Biedronka;Żywność;Ser Morski | Światowid | 500g;1;11,49 zł;500;;;;;   
08.05.2023;Biedronka;Żywność;Ser topiony kremowy z szynką Hochland 180g;1;6,37 zł;180;;;;;   
08.05.2023;Biedronka;Żywność;Sos Barbecue Classic Smokey & Rich | Heinz | 400 ml;1;11,99 zł;400;;;;;   
08.05.2023;Biedronka;Żywność;Sushi Toshii 400g;2;11,99 zł;400;;;;;   
08.05.2023;Biedronka;Żywność;Tuńczyk w sosie własnym kawałki Marinero | 185/130g;1;5,59 zł;130;;;;;   
08.05.2023;Biedronka;Żywność;Twaróg Półtłusty Klinek | 250g;1;3,49 zł;250;;;;;   
09.05.2023;Akademik;Czynsz;Czynsz maj;1;540,00 zł;;;;;;   
11.05.2023;Allegro;Leki;Olej z pestek czarnej porzeczki 250 ml;1;59,00 zł;250;;; -   zł ;https://allegro.pl/oferta/olej-z-pestek-czarnej-porzeczki-250-ml-13305031337;   
11.05.2023;Allegro;Zakupy;KAMIEŃ WODNY OSTRZAŁKA 1000/6000 osełka ocr22;1;56,94 zł;;;; -   zł ;https://allegro.pl/oferta/kamien-wodny-ostrzalka-1000-6000-oselka-ocr22-12763609151?snapshot=MjAyMy0wNS0xMVQxODo0MjozNi4xMzQ0NThaO2J1eWVyOzY4YjA1MjVlMjI2MGExZWE3OGI4MWY0OGU4YWU0MzkwNTRlNjNjZDY1ODU3N2E5MTg4MmYwODE3ZDRlM2IzNjI%3D;   
11.05.2023;Allegro;Zakupy;Listerine Total Care 500ml 4+2 Gratis;1;74,94 zł;3000;6;;9,99 zł;https://allegro.pl/oferta/listerine-total-care-500ml-4-2-gratis-12344138856;   
11.05.2023;Allegro;Zakupy;OTWIERACZ DO BUTELEK BRELOK ALUMINIOWY BRELOCZEK;1;1,59 zł;;;;9,99 zł;https://allegro.pl/moje-allegro/zakupy/kupione/257c9cb0-4420-3685-b668-d79416926818;   
11.05.2023;Apteka Wielkopolska;Leki;Chlorchinaldin 20szt;1;16,90 zł;;20;;;;   
11.05.2023;Apteka Wielkopolska;Leki;Maść ochronna z witaminą A 25g;1;4,99 zł;25;;;;;   
11.05.2023;Biedronka;Higiena;Ściereczki domowe do kurzu 3szt;1;3,99 zł;;3;;;;   
11.05.2023;Biedronka;Żywność;Imbir;1;1,40 zł;50;;;;;   
11.05.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;2;9,99 zł;;10;;;;   
11.05.2023;Biedronka;Żywność;Jogurt Naturlny Kremowy Fruvita 400g;1;1,69 zł;400;;;;;   
11.05.2023;Biedronka;Żywność;Mleko świeże Mleczna Dolina 3.2% 1L;1;3,19 zł;1000;;;;;   
11.05.2023;Biedronka;Żywność;Olej kujawski 1l;1;10,94 zł;1000;;;;;   
11.05.2023;Biedronka;Żywność;Woda mineralna niegazowana Polaris 1.5L;1;1,19 zł;1500;;;;;   
11.05.2023;Biedronka;Żywność;Woda mineralna niegazowana Polaris Sport 750ml;1;1,45 zł;750;;;;;   
11.05.2023;Kaufland;Higiena;Rękawice nitrylowe viGO rozmiar: S 20szt;1;19,99 zł;;20;;;;   
11.05.2023;Kaufland;Zakupy;Obieraczka do warzyw;1;9,99 zł;;;;;;   
11.05.2023;Kaufland;Żywność;Erytrytol | Sante | 250g;1;10,99 zł;250;;;;;   
11.05.2023;Kaufland;Żywność;Masło Kerrygold 200g;1;10,99 zł;200;;;;;   
11.05.2023;Kaufland;Żywność;Skittles 38g;1;2,29 zł;38;;;;;   
11.05.2023;Rossmann;Higiena;Mydło szare w kostce Aleppo 200g;1;12,49 zł;200;;;;;   
11.05.2023;Rossmann;Leki;VC 100 tabletki z witaminą C 100mg 9g 30szt;2;3,99 zł;9;30;;;;   
12.05.2023;Allegro;Zakupy;TERMOMETR Z SONDA do GrillLA MIĘSA WODY KUCHENNY;1;12,98 zł;;;;6,99 zł;https://allegro.pl/oferta/termometr-z-sonda-do-Grillla-miesa-wody-kuchenny-11006120973?snapshot=MjAyMy0wNS0xMlQwOToyMTozNi44MDgxMjZaO2J1eWVyOzNkMWY3MmVmMGJkYTQ1MGI1NGRmZWE0MzA5NDE2MjM4ZjkzZWZhMDJlZTUwYjU3M2M4NDA0ZWU4NmIxMDhhZTc%3D;   
13.05.2023;Allegro;Komputer;Adapter PCI-e x4 SSD karta m.2 NVMe przejściowka;1;65,90 zł;;;; -   zł ;https://allegro.pl/oferta/adapter-pci-e-x4-ssd-karta-m-2-nvme-przejsciowka-11769630964?snapshot=MjAyMy0wNS0xM1QxNjo0OToxMy40NzI5OTBaO2J1eWVyOzE5Yzk5YmRmYTlkMjY5M2E4ZGY5ZWU4NWM4NTkwMTIxOWE3MGE0YWRjYTQ5YzgxYTJkNjYwMTE1ZGM3NDFkYjg%3D;   
13.05.2023;Allegro;Zakupy;Opiekacz Teesa Opiekacz do Kanapek Ceramiczny Toster czarny 800 W;1;89,90 zł;;;; -   zł ;https://allegro.pl/oferta/sandwich-toster-opiekacz-do-kanapek-ceramiczny-10680034469?snapshot=MjAyMy0wNS0xM1QxOToyNjo1NS4zOTgxNzJaO2J1eWVyOzIzODM4YzhjYjZkZDYwNGExMDJhOWVmNzgzN2VmNDM3NjFjZDhiOGNhMzI3YWEwM2JiZGE0OTJhZGI3NTFjNTM%3D;   
13.05.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;28;;;;   
13.05.2023;Biedronka;Żywność;Pierogi z truskawkami | Nasze Smaki | 700g;1;5,99 zł;700;;;;;   
13.05.2023;Biedronka;Żywność;Tuńczyk w sosie własnym kawałki Marinero | 185/130g;1;5,59 zł;130;;;;;   
13.05.2023;Biedronka;Żywność;Twaróg Półtłusty Klinek | 250g;1;3,49 zł;250;;;;;   
13.05.2023;www.net-s.pl;Komputer;samsung Dysk SSD 970EVO PLUS MZ-V7S2T0BW 2 TB;1;572,78 zł;;;;;https://www.net-s.pl/produkt/samsung-dysk-ssd-970evo-plus-mz-v7s2t0bw-2-tb-912164;   
15.05.2023;Biedronka;Żywność;Banan luz;1;7,45 zł;1066;;;;;   
15.05.2023;Biedronka;Żywność;Cebula żółta luz;1;3,31 zł;552;;;;;   
15.05.2023;Biedronka;Żywność;Cytryna luz;1;2,36 zł;262;;;;;   
15.05.2023;Biedronka;Żywność;Czosnek 250g;1;6,99 zł;250;4;;;;   
15.05.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;2;9,99 zł;;10;;;;   
15.05.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;7,19 zł;160;18;;;;   
15.05.2023;Biedronka;Żywność;Tuńczyk w sosie własnym kawałki Marinero | 185/130g;1;5,59 zł;130;;;;;   
15.05.2023;Charytatywne;Charytatywne;?;1;20,00 zł;;;;;;   
15.05.2023;Eneba;Gry;Gra 7 Days to Die Steam Key GLOBAL;1;19,00 zł;;;;;;   
16.05.2023;Biedronka;Alkohol;Desperados - butelka;1;5,49 zł;400;;;;;   
16.05.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;30;;;;   
16.05.2023;Biedronka;Żywność;Jogurt Naturlny Kremowy Fruvita 400g;1;1,69 zł;400;;;;;   
16.05.2023;Biedronka;Żywność;Masło polskie Mlekovita 200g;1;6,49 zł;200;;;;;   
16.05.2023;Biedronka;Żywność;Miód Słonecznikowy z europejskich pasiek 470g;1;13,99 zł;470;;;;;   
16.05.2023;Biedronka;Żywność;Twaróg Półtłusty Klinek | 250g;1;3,49 zł;250;;;;;   
18.05.2023;Biedronka;Żywność;Woda lekko gazowana Cisowianka naturalna woda mineralna 1.5L 6szt;1;11,94 zł;9000;6;;;;   
18.05.2023;Cinema City;Usługi;Bilet na Strażników Galaktyki 3 dla Kuby;1;23,90 zł;;;;;;   
18.05.2023;Cinema City;Żywność;Pepsi Średnie 0.5L;1;8,10 zł;500;;;;;   
18.05.2023;Cinema City;Żywność;Popcorn Średni 4.2L;1;20,61 zł;4200;;;;;   
22.05.2023;https://sparkedhost.com/;Subskrypcje;Serwer 7D2D Wood(Budget);1;18,85 zł;;;;;4,25$;   
23.05.2023;Biedronka;Higiena;Gąbki pod prysznic Oceania 4szt;1;3,79 zł;;4;;;;   
23.05.2023;Biedronka;Higiena;Patyczki do uszu Be Beauty 200szt;1;3,19 zł;;200;;;;   
23.05.2023;Biedronka;Żywność;Cebula żółta luz;1;1,83 zł;305;2;;;;   
23.05.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;;;;;   
23.05.2023;Biedronka;Żywność;Hummus orientalny 160g;1;4,47 zł;160;;;;;   
23.05.2023;Biedronka;Żywność;Jogurt Naturlny Kremowy Fruvita 400g;1;1,69 zł;400;;;;;   
23.05.2023;Biedronka;Żywność;Rzodkiewki - pęk;1;2,49 zł;;;;;;   
23.05.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;7,61 zł;160;18;;;;   
23.05.2023;Biedronka;Żywność;Ser Morski | Światowid | 500g;1;14,99 zł;500;;;;;   
23.05.2023;Biedronka;Żywność;Tuńczyk w sosie własnym kawałki Marinero | 185/130g;1;5,59 zł;130;;;;;   
23.05.2023;Biedronka;Żywność;Twaróg Półtłusty Klinek | 250g;3;3,49 zł;250;;;;;   
25.05.2023;Kaufland;Higiena;Mydelniczka BASIC Ewa Schmitt;1;7,49 zł;;;;;;   
25.05.2023;Kaufland;Środki czystości;Płyn do prania Woolite 1.8L 30 prań;1;19,99 zł;1800;30;;;;   
25.05.2023;Kaufland;Środki czystości;Rękawice nitrylowe viGO rozmiar: L 20szt;1;19,99 zł;;20;;;;   
25.05.2023;Kaufland;Zakupy;Wkładki do butów Leather Carbon TREND ;1;12,99 zł;;2;;;;   
25.05.2023;Kaufland;Żywność;Masło Kerrygold solone 200g;2;10,99 zł;200;;;;;   
25.05.2023;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;2;6,49 zł;450;;;;;   
25.05.2023;Kaufland;Żywność;Pestki dyni 200g;2;8,29 zł;200;;;;;   
25.05.2023;Kaufland;Żywność;Płatki kukurydziane Nestle 600g;1;11,99 zł;600;;;;;   
25.05.2023;Kaufland;Żywność;Ser feta Favita sałatkowo-kanapkowy półtłusty 270g;1;4,99 zł;270;;;;;   
25.05.2023;Rossmann;Higiena;Nivea Men - Sensitive pianka do golenia 200ml;1;13,99 zł;200;;;;;   
26.05.2023;Biedronka;Żywność;Chleb tostowy 500g;1;3,29 zł;500;;;;;   
26.05.2023;Biedronka;Żywność;Tuńczyk w sosie własnym kawałki Marinero | 185/130g;3;3,73 zł;130;;;;2+1gratis;   
26.05.2023;Biedronka;Żywność;Woda lekko gazowana Cisowianka naturalna woda mineralna 1.5L 6szt;1;11,94 zł;9000;6;;;;   
26.05.2023;Fryzjer;Fryzjer;Strzyżenie r.10 | Amanda Jędrzejewska;1;35,00 zł;;;;;;   
27.05.2023;Biedronka;Alkohol;Soplica Cytryna Pigwa 500ml;1;26,99 zł;500;;;;;   
27.05.2023;Biedronka;Żywność;Coca Cola 1L;1;6,49 zł;1000;;;;;   
27.05.2023;HAH;Kluby;Szatnia;2;5,00 zł;;;;;;   
29.05.2023;Biedronka;Żywność;Chleb Słowiański 380g;1;3,99 zł;380;;;;;   
29.05.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;2;8,49 zł;;10;;;;   
29.05.2023;Biedronka;Żywność;Mleko świeże Mleczna Dolina 3.2% 1L;1;3,19 zł;1000;;;;;   
29.05.2023;Biedronka;Żywność;Ser Morski | Światowid | 500g;1;14,99 zł;500;;;;;   
29.05.2023;Biedronka;Żywność;Sos Barbecue Classic Mild & Smokey | Madero | 480g;1;5,99 zł;480;;;;;   
30.05.2023;Biedronka;Energetyki;Energetyk Be Power Camouflage 500ml;1;3,19 zł;500;;;;;   
30.05.2023;Biedronka;Żywność;Chleb rodzinny 410g;1;3,99 zł;410;;;;Waga pokazywała 480;   
30.05.2023;Biedronka;Żywność;Kawa rozpouszczalna Nescafe Crema 200g;1;27,99 zł;200;;;;;   
30.05.2023;Biedronka;Żywność;Mleko świeże Mleczna Dolina 3.2% 1L;1;3,19 zł;1000;;;;;   
01.06.2023;ING;Usługi;Podatek od odsetek z Konta Oszczędnościowego ING;1;0,63 zł;;;;;;   
01.06.2023;ING;Usługi;"Ubezpieczenie ""Moja Ochrona"" ING";1;6,00 zł;;;;;;   
02.06.2023;Biedronka;Żywność;Cebula żółta luz;1;1,71 zł;285;2;;;;   
02.06.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,75 zł;550;;;;;   
02.06.2023;Biedronka;Żywność;Chleb tostowy 500g;1;3,29 zł;500;;;;;   
02.06.2023;Biedronka;Żywność;Jogurt Naturlny Kremowy Fruvita 400g;1;1,69 zł;400;;;;;   
02.06.2023;Biedronka;Żywność;Rzodkiewki - pęk;2;1,25 zł;485;;;;1+1gratis;   
02.06.2023;Biedronka;Żywność;Ser feta Elios Queijo feta 150g;1;7,49 zł;150;;;;;   
02.06.2023;Biedronka;Żywność;Tuńczyk w oleju słonecznikowym kawałki Marinero | 185/130g;2;5,59 zł;130;;;;;   
02.06.2023;Biedronka;Żywność;Twaróg Półtłusty Klinek | 250g;1;3,49 zł;250;;;;;   
02.06.2023;Biedronka;Żywność;Woda lekko gazowana Polaris naturalna woda mineralna 1.5L 6szt;1;7,14 zł;9000;6;;;;   
03.06.2023;Akademik;Czynsz;Czynsz czerwiec;1;540,00 zł;;;;;;   
03.06.2023;Biedronka;Żywność;Hummus orientalny 160g;1;4,47 zł;160;;;;;   
03.06.2023;Biedronka;Żywność;Masło polskie Mlekovita 200g;2;6,49 zł;200;;;;;   
03.06.2023;Biedronka;Żywność;Mleko świeże Mleczna Dolina 3.2% 1L;1;3,19 zł;1000;;;;;   
03.06.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;7,61 zł;160;18;;;;   
03.06.2023;Biedronka;Żywność;Ser Morski | Światowid | 500g;1;14,99 zł;500;;;;;   
03.06.2023;Cinema City;Subskrypcje;Cinema City karta Unlimited;1;38,00 zł;;;;;Oddane 38 zł;   
03.06.2023;McDonald's ;Żywność;McWrap Chrupiący Klasyczny Zestaw;2;30,60 zł;;;;;Na spółę z Adamem;   
03.06.2023;McDonald's ;Żywność;Kawa Caramel Latte Macchiato 0.4L;1;16,70 zł;400;;;;Na spółę z Adamem;   
04.06.2023;Doner Kebab;Żywność;Doner z mięsem i surówkami [mały];1;24,00 zł;;;;;;   
04.06.2023;Doner Kebab;Żywność;Tortilla z mięsem i surówkami [mała];1;24,00 zł;;;;;;   
06.06.2023;Biedronka;Higiena;Papier Toaletowy Regina 16 rolek;1;26,99 zł;;16;;;;   
06.06.2023;Biedronka;Żywność;Mleko Mlekovia 3.2% 1L;1;3,99 zł;1000;;;;;   
07.06.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;;;;;   
07.06.2023;Biedronka;Żywność;Chleb tostowy 500g;1;3,29 zł;500;;;;;   
07.06.2023;Biedronka;Żywność;Mleko świeże Mleczna Dolina 3.2% 1L;2;3,19 zł;1000;;;;;   
09.06.2023;Biedronka;Żywność;Hummus orientalny 160g;1;4,47 zł;160;;;;;   
09.06.2023;Biedronka;Żywność;Ser Gouda | Światowid | 1000g;1;26,94 zł;1000;;;;;   
10.06.2023;Biedronka;Żywność;Banan luz;1;8,32 zł;1190;6;;;;   
10.06.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;;;;;   
10.06.2023;Biedronka;Żywność;Masło polskie Mlekovita 200g;2;6,49 zł;200;;;;;   
10.06.2023;Biedronka;Żywność;Ser feta typu Greckiego sałatkowy półtłusty | Delikatne | 270g;1;4,94 zł;270;;;;;   
10.06.2023;Biedronka;Żywność;Tuńczyk w oleju roślinnym kawałki Graal | 140/98g;1;16,99 zł;294;3;;;;   
10.06.2023;Biedronka;Żywność;Woda lekko gazowana Cisowianka naturalna woda mineralna 1.5L 6szt;1;11,94 zł;9000;6;;;;   
12.06.2023;Allegro;Higiena;Sól fizjologiczna NaCl 0.9% B.Braun - 1000ml (1L);6;10,70 zł;1000;;; -   zł ;;   
13.06.2023;Kaufland;Żywność;Balsam do mycia naczyń Kextra 750ml;2;5,29 zł;750;;;;;   
13.06.2023;Kaufland;Żywność;Erytrytol | Sante | 250g;2;10,99 zł;250;;;;;   
13.06.2023;Kaufland;Żywność;Kabanosy wieprzowe Tarczyński 220g;1;10,99 zł;220;;;;;   
13.06.2023;Kaufland;Żywność;Masło Kerrygold solone 200g;3;10,99 zł;200;;;;;   
13.06.2023;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;2;6,49 zł;450;;;;;   
13.06.2023;Kaufland;Żywność;Płatki kukurydziane Nestle 600g;2;11,99 zł;600;;;;;   
13.06.2023;Kaufland;Żywność;Zupa grochowa Hortex 450g;1;6,99 zł;450;;;;;   
13.06.2023;Kaufland;Żywność;Zupa krupnik Hortex 450g;1;9,99 zł;450;;;;;   
15.06.2023;Biedronka;Żywność;Arbuz luz;1;6,16 zł;1235;;;;;   
15.06.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;;;;;   
15.06.2023;Biedronka;Żywność;Hummus orientalny 160g;2;2,99 zł;160;;;;;   
15.06.2023;Biedronka;Żywność;Pomidory koktajlowe 500g;1;12,99 zł;500;;;;;   
15.06.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;7,61 zł;160;18;;;;   
15.06.2023;Biedronka;Żywność;Ser feta typu Greckiego sałatkowy półtłusty | Delikatne | 270g;2;3,99 zł;270;;;;;   
15.06.2023;Biedronka;Żywność;Ser Gouda | Światowid | 1000g;1;26,94 zł;1000;;;;;   
15.06.2023;Biedronka;Żywność;Sos Barbecue Classic Smokey & Rich | Heinz | 400 ml;1;10,99 zł;400;;;;;   
15.06.2023;Biedronka;Żywność;Tuńczyk w oleju słonecznikowym kawałki Marinero | 185/130g;3;5,59 zł;130;;;;;   
16.06.2023;Biedronka;Energetyki;Energetyk Be Power Camouflage 500ml;3;3,19 zł;500;;;;;   
19.06.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,75 zł;550;;;;;   
19.06.2023;Biedronka;Żywność;Woda lekko gazowana Cisowianka naturalna woda mineralna 1.5L 6szt;1;13,14 zł;9000;6;;;;   
19.06.2023;Biedronka;Żywność;Woda lekko gazowana Polaris naturalna woda mineralna 0.5L;2;0,75 zł;500;;;;;   
20.06.2023;Biedronka;Żywność;Cebula żółta luz;1;2,16 zł;360;2;;;;   
20.06.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;;;;;   
20.06.2023;Biedronka;Żywność;Mleko świeże Mleczna Dolina 3.2% 1L;1;3,19 zł;1000;;;;;   
21.06.2023;Allegro;Higiena;Kroplomierz klasyczny LDPE miękki nasadką 1000 ml;1;21,00 zł;;;;9,98 zł;Na płyn do soczewek;   
22.06.2023;server.nitrado.net;Subskrypcje;Serwer 7D2D 4 slots;1;24,32 zł;;;;;;   
23.06.2023;Fryzjer;Fryzjer;Strzyżenie r.10 | Amanda Jędrzejewska;1;35,00 zł;;;;;;   
25.06.2023;Biedronka;Środki czystości;Worki na śmieci 10x60L|Jan Niezbędny;1;6,99 zł;;10;;;;   
25.06.2023;Biedronka;Żywność;Banan luz;1;7,83 zł;1120;6;;;;   
25.06.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,75 zł;550;;;;;   
25.06.2023;Biedronka;Żywność;Chleb rodzinny 410g;1;3,99 zł;410;;;;;   
25.06.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;7,61 zł;160;18;;;;   
25.06.2023;Biedronka;Żywność;Ser Gouda | Światowid | 1000g;1;26,94 zł;1000;;;;;   
25.06.2023;Biedronka;Żywność;Woda lekko gazowana Cisowianka naturalna woda mineralna 1.5L 6szt;1;13,14 zł;9000;6;;;;   
26.06.2023;Credit Agricole;Usługi;Powiadomienia SMS;1;6,00 zł;;;;;;   
27.06.2023;BILKOM;Usługi;Bilet na pociąg Katowice - Poznań;1;36,26 zł;;;;;;   
27.06.2023;BILKOM;Usługi;Bilet na pociąg Poznań-Katowice;1;36,26 zł;;;;;;   
28.06.2023;BeActive;Subskrypcje;Karnet BeActive COMFORT 2+2;1;178,00 zł;;4;;;;   
28.06.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;1;9,99 zł;;10;;;;   
28.06.2023;Biedronka;Żywność;Sos Barbecue Classic Smokey & Rich | Heinz | 400 ml;1;10,99 zł;400;;;;;   
28.06.2023;Biedronka;Żywność;Tuńczyk w oleju słonecznikowym kawałki Marinero | 185/130g;2;5,59 zł;130;;;;;   
29.06.2023;Biedronka;Żywność;Mleko Mlekovia 3.2% 1L;1;3,99 zł;1000;;;;;   
30.06.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;;;;;   
30.06.2023;Biedronka;Żywność;Lody Marletto Ice Tube pomarańczowe 110ml;3;1,65 zł;110;;;;;   
01.07.2023;ING;Usługi;Podatek od odsetek z Konta Oszczędnościowego ING;1;0,55 zł;;;;;;   
01.07.2023;ING;Usługi;"Ubezpieczenie ""Moja Ochrona"" ING";1;6,00 zł;;;;;;   
02.07.2023;Akademik;Usługi;Nocleg Jarka i Adama;2;10,00 zł;;;;;;   
03.07.2023;Biedronka;Alkohol;Wódka Soplica 0.7L;1;39,99 zł;700;;;;;   
03.07.2023;Biedronka;Żywność;Banan luz;1;3,39 zł;970;5;;;;   
03.07.2023;Biedronka;Żywność;Cebula żółta luz;1;3,34 zł;515;2;;;;   
03.07.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;;;;;   
03.07.2023;Biedronka;Żywność;Coca Cola Zero 1.75L;1;8,69 zł;1750;;;;;   
03.07.2023;Biedronka;Żywność;Masło polskie Mlekovita 200g;3;3,45 zł;200;;;;;   
03.07.2023;Biedronka;Żywność;Mleko świeże Mleczna Dolina 3.2% 1L;1;3,19 zł;1000;;;;;   
03.07.2023;Biedronka;Żywność;Nudle pomidorowe łagodne 65g | Knor;1;2,56 zł;65;;;;;   
03.07.2023;Biedronka;Żywność;Nudle pomidorowe pikantne 63g | Knor;1;2,56 zł;63;;;;;   
03.07.2023;Biedronka;Żywność;Sushi Toshii 400g;2;11,99 zł;400;;;;;   
03.07.2023;Biedronka;Żywność;Woda lekko gazowana Cisowianka naturalna woda mineralna 1.5L 6szt;1;13,14 zł;9000;6;;;;   
03.07.2023;Cinema City;Subskrypcje;Cinema City karta Unlimited;1;38,00 zł;;;;;Oddane 38 zł;   
05.07.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;;;;;   
05.07.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;1;9,99 zł;;10;;;;   
05.07.2023;Biedronka;Żywność;Panierowane nuggestsy z piersi z kurczaka | 300g+2x25g;2;7,99 zł;300;;;;;   
05.07.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;7,61 zł;160;18;;;;   
05.07.2023;Biedronka;Żywność;Ser Gouda | Światowid | 1000g;1;26,94 zł;1000;;;;;   
06.07.2023;Cinema City;Usługi;Bilet na SPIDER-MAN: POPRZEZ MULTIWERSUM;1;20,90 zł;;;;;Dla Kuby;   
07.07.2023;Lidl;Żywność;Woda Saguaro;1;5,94 zł;;6;;;;   
07.07.2023;Lidl;Żywność;Cebula żółta luz;1;2,04 zł;314;;;;;   
07.07.2023;Lidl;Żywność;Chipsy Lay's Oven Baked ;1;8,99 zł;;;;;;   
